loading_id,depot,product,customer,truck_id,volume_loaded_litres,meter_start,meter_end,loading_ts
LD001425,NAKURU,PMS,Coastline Energy Ltd,TRK-928,32500,4546010.1,4578515.2,23/06/2026 22:41
LD001426,Nku,AGO,Equator Fuels,TRK-302,24300,3138643.7,3162942.3,23/06/2026 17:59
LD001427,Nakuru,IK,Pioneer Fuels Kenya,TRK-913,33700,2303525.4,2337218.7,23/06/2026 08:37
LD001428,NAKURU,PMS,Crescent Oil Ltd,TRK-935,26900,1245700.5,1272601.3,2026-06-23 19:27
LD001429,Nakuru,AGO,Pioneer Fuels Kenya,TRK-747,23600,2453091.2,2476693.1,23/06/2026 18:12
LD001430,Nku,PMS,Aberdare Oil Traders,TRK-400,32900,3949639.8,3982539.6,23/06/2026 06:32
LD001431,NAKURU,PMS,Mara Fuels,TRK-290,28600,4359991.0,4388597.3,2026-06-23 08:11
LD001432,Nakuru,PMS,Baraka Downstream,TRK-225,35900,2258515.6,2294410.7,23/06/2026 16:23
LD001433,Nakuru,AGO,Kilele Fuels,TRK-429,30800,4377259.5,4408060.7,2026-06-23 15:13
LD001434, Kisii ,PMS,Equator Fuels,TRK-384,22000,1282142.6,1304144.8,2026-06-23 11:33
LD001435,Kisii,AGO,Uhuru Energy Partners,TRK-427,34600,1760515.1,1795116.0,2026-06-23 18:43
LD001436,Kisii,PMS,Savannah Petroleum,TRK-531,21200,4821792.8,4842999.3,2026-06-23 20:31
LD001437,KISII,AGO,Summit Downstream Ltd,TRK-121,24000,4438581.4,4462582.7,2026-06-23 15:37
LD001438,KISII,AGO,Kilele Fuels,TRK-961,20200,3047121.8,3067320.6,2026-06-23 05:58
LD001439,KISII,AGO,Mara Fuels,TRK-171,32300,4739182.1,4771481.3,2026-06-23 21:02
LD001440,KISII,AGO,Coastline Energy Ltd,TRK-871,24500,2155874.1,2180375.2,23/06/2026 18:46
LD001441, Kisii ,PMS,Crescent Oil Ltd,TRK-405,26000,2573282.7,2599276.6,23/06/2026 15:31
LD001442,Kisii,AGO,Zenith Petroleum,TRK-205,31100,1670266.2,1701367.0,2026-06-23 08:53
LD001443, Kisii ,PMS,Horizon Oil Marketers,TRK-982,25000,3013380.5,3038383.8,23/06/2026 05:08
LD001444,Kisii,PMS,Zenith Petroleum,TRK-650,30300,1623093.0,1653397.1,2026-06-23 07:12
LD001445,KISII,PMS,Savannah Petroleum,TRK-176,28800,1349786.0,1378579.7,23/06/2026 06:07
LD001446,Msa,AGO,Tsavo Energy Group,TRK-697,35200,1839590.5,1874781.5,2026-06-24 17:17
LD001447,Msa,PMS,Pioneer Fuels Kenya,TRK-523,24200,4878463.8,4902668.3,2026-06-24 09:48
LD001448,mombasa,AGO,Delta Oil Marketers,TRK-387,33600,1463292.3,1496897.6,24/06/2026 12:36
LD001449,MOMBASA,PMS,Coastline Energy Ltd,TRK-461,31300,3014754.4,3046054.6,2026-06-24 13:49
LD001450,MOMBASA,AGO,Savannah Petroleum,TRK-786,29900,2910968.5,2940875.0,24/06/2026 07:31
LD001451,mombasa,AGO,Horizon Oil Marketers,TRK-933,27700,4071879.9,4099587.1,24/06/2026 11:31
LD001452,MOMBASA,AGO,Amani Petroleum,TRK-233,27200,3124438.0,3151644.9,24/06/2026 09:54
LD001453,Msa,PMS,Crescent Oil Ltd,TRK-898,31900,4303763.7,4335666.1,2026-06-24 19:55
LD001454,Mombasa,PMS,Coastline Energy Ltd,TRK-691,33100,3247455.2,3280556.3,2026-06-24 18:10
LD001455,MOMBASA,AGO,Horizon Oil Marketers,TRK-571,30700,4705233.1,4735938.8,24/06/2026 08:47
LD001456,Mombasa,PMS,Zenith Petroleum,TRK-663,31000,3207745.4,3238747.5,24/06/2026 21:28
LD001457,Mombasa,PMS,Amani Petroleum,TRK-441,23900,2703990.1,2727890.5,24/06/2026 09:25
LD001458,NAIROBI,PMS,Summit Downstream Ltd,TRK-532,30300,3403781.9,3434083.0,24/06/2026 08:03
LD001459,nrb,PMS,Aberdare Oil Traders,TRK-605,31100,2450007.9,2481105.5,2026-06-24 10:38
LD001460,Nairobi Depot,AGO,Nyanza Petroleum Co,TRK-136,27500,4203754.9,4231257.6,2026-06-24 12:07
LD001461,nrb,PMS,Nyanza Petroleum Co,TRK-816,22900,1439452.5,1462350.9,24/06/2026 08:17
LD001462,NAIROBI,PMS,Aberdare Oil Traders,TRK-275,30900,1101394.4,1132298.4,24/06/2026 12:46
LD001463,nrb,AGO,Rift Valley Fuels Ltd,TRK-615,31000,2264405.2,2295405.9,24/06/2026 14:46
LD001464,NAIROBI,AGO,Mara Fuels,TRK-270,23900,2547229.0,2571126.1,24/06/2026 12:10
LD001465,NAIROBI,AGO,Delta Oil Marketers,TRK-121,21300,1588653.0,1609950.3,24/06/2026 09:00
LD001466,Ksm,AGO,Rift Valley Fuels Ltd,TRK-585,33600,2589085.9,2622684.6,2026-06-24 10:43
LD001467,Ksm,AGO,Horizon Oil Marketers,TRK-117,23900,4249304.7,4273200.8,24/06/2026 12:30
LD001468,Kisumu,AGO,Tsavo Energy Group,TRK-893,29100,3326256.8,3355355.2,2026-06-24 21:32
LD001469,KISUMU,PMS,Delta Oil Marketers,TRK-658,31400,1960877.7,1992269.0,24/06/2026 15:28
LD001470,Ksm,PMS,Zenith Petroleum,TRK-441,21300,4506455.3,4527753.1,24/06/2026 19:00
LD001471,Kisumu,PMS,Rift Valley Fuels Ltd,TRK-520,31700,2205852.2,2237545.7,2026-06-24 21:46
LD001472,KISUMU,PMS,Pioneer Fuels Kenya,TRK-541,34200,1459625.4,1493827.5,2026-06-24 05:15
LD001473,Ksm,AGO,Summit Downstream Ltd,TRK-380,20100,3008032.8,3028141.2,24/06/2026 11:58
LD001474,KISUMU,IK,Aberdare Oil Traders,TRK-457,20900,2256175.2,2277084.0,24/06/2026 21:11
LD001475,Ksm,AGO,Equator Fuels,TRK-632,28000,1866316.7,1894326.5,24/06/2026 13:19
LD001476,ELDORET,AGO,Kilele Fuels,TRK-911,27100,2956193.6,2983293.0,24/06/2026 08:27
LD001477,Eld,PMS,Baraka Downstream,TRK-253,25600,4638193.9,4663801.5,24/06/2026 05:31
LD001478,ELDORET,AGO,Delta Oil Marketers,TRK-918,33000,2367396.2,2400398.2,2026-06-24 10:19
LD001479,ELDORET,AGO,Pioneer Fuels Kenya,TRK-600,26900,4393887.1,4420793.1,2026-06-24 11:18
LD001480,ELDORET,PMS,Aberdare Oil Traders,TRK-999,35100,3492841.5,3527938.7,2026-06-24 05:03
LD001481,ELDORET,IK,Equator Fuels,TRK-182,31900,4220389.2,4252287.5,2026-06-24 13:09
LD001482,NAKURU,PMS,Summit Downstream Ltd,TRK-200,20300,1250027.8,1270333.3,24/06/2026 16:15
LD001483,Nku,AGO,Uhuru Energy Partners,TRK-430,26200,3333686.1,3359897.4,2026-06-24 10:36
LD001484,NAKURU,AGO,Baraka Downstream,TRK-304,27700,3646815.4,3674512.0,24/06/2026 11:16
LD001485,NAKURU,PMS,Tsavo Energy Group,TRK-996,23500,1451372.7,1474870.7,2026-06-24 19:34
LD001486,Nku,PMS,Mara Fuels,TRK-801,20400,2521927.5,2542340.1,24/06/2026 19:44
LD001487,Nakuru,AGO,Uhuru Energy Partners,TRK-572,21700,3125427.3,3147135.3,2026-06-24 18:29
LD001488,Kisii,IK,Baraka Downstream,TRK-409,34400,3100197.4,3134590.0,24/06/2026 18:05
LD001489,KISII,PMS,Pioneer Fuels Kenya,TRK-154,31300,2008691.5,2039986.3,2026-06-24 22:57
LD001490,Kisii,PMS,Amani Petroleum,TRK-155,23300,1003773.7,1027073.0,2026-06-24 05:29
LD001491, Kisii ,PMS,Crescent Oil Ltd,TRK-397,20600,4909135.3,4929739.1,24/06/2026 08:21
LD001492, Kisii ,AGO,Pioneer Fuels Kenya,TRK-857,33400,3202641.8,3236035.9,2026-06-24 06:07
LD001493,Kisii,AGO,Highland Energy Co,TRK-607,22500,3912465.7,3934973.3,2026-06-24 21:09
LD001494,Msa,AGO,Coastline Energy Ltd,TRK-106,33700,2673164.4,2706867.7,2026-06-25 09:19
LD001495,Mombasa,PMS,Crescent Oil Ltd,TRK-632,25000,4746898.2,4771895.0,2026-06-25 05:09
LD001496,Mombasa,PMS,Amani Petroleum,TRK-156,22900,1432620.1,1455538.4,25/06/2026 20:01
LD001497,mombasa,PMS,Nyanza Petroleum Co,TRK-659,33500,3456532.7,3490027.6,25/06/2026 10:52
LD001498,MOMBASA,AGO,Baraka Downstream,TRK-289,28900,3335677.2,3364574.3,2026-06-25 08:27
LD001499,Mombasa,PMS,Delta Oil Marketers,TRK-396,23300,4405623.0,4428921.8,25/06/2026 22:12
LD001500,Msa,PMS,Summit Downstream Ltd,TRK-209,30900,2096481.5,2127378.1,25/06/2026 13:25
LD001501,nrb,AGO,Coastline Energy Ltd,TRK-677,22600,3826416.5,3849027.4,2026-06-25 09:01
LD001502,NAIROBI,AGO,Crescent Oil Ltd,TRK-463,23100,1846983.4,1870086.3,25/06/2026 06:41
LD001503,NAIROBI,AGO,Rift Valley Fuels Ltd,TRK-466,20700,2288270.1,2308975.7,25/06/2026 19:17
LD001504,NAIROBI,IK,Amani Petroleum,TRK-771,30700,2741585.3,2772286.2,25/06/2026 21:24
LD001505,Nairobi Depot,AGO,Baraka Downstream,TRK-880,35200,3876980.8,3912181.0,25/06/2026 15:29
LD001506,Nairobi Depot,PMS,Delta Oil Marketers,TRK-284,24100,1211306.7,1235410.5,2026-06-25 20:24
LD001507,Nairobi,AGO,Crescent Oil Ltd,TRK-169,31600,1485212.0,1516813.6,2026-06-25 16:37
LD001508,nrb,AGO,Horizon Oil Marketers,TRK-611,29000,3402332.8,3431323.4,25/06/2026 10:14
LD001509,KISUMU,AGO,Tsavo Energy Group,TRK-493,26100,3468776.9,3494877.3,2026-06-25 12:06
LD001510,KISUMU,PMS,Savannah Petroleum,TRK-174,29500,1768093.5,1797594.1,25/06/2026 13:07
LD001511,KISUMU,AGO,Tsavo Energy Group,TRK-815,30700,3493518.3,3524217.1,25/06/2026 05:59
LD001512,Ksm,PMS,Equator Fuels,TRK-548,28500,2337770.1,2366282.6,25/06/2026 22:12
LD001513,Kisumu,PMS,Amani Petroleum,TRK-296,28300,1790223.6,1818521.0,2026-06-25 10:27
LD001514,KISUMU,AGO,Savannah Petroleum,TRK-105,21400,2744984.1,2766386.6,25/06/2026 08:13
LD001515,Ksm,AGO,Tsavo Energy Group,TRK-845,30500,2750867.3,2781369.5,25/06/2026 07:21
LD001516,Eld,PMS,Delta Oil Marketers,TRK-465,21100,4573618.9,4594710.4,2026-06-25 11:36
LD001517,Eldoret,AGO,Summit Downstream Ltd,TRK-682,26200,2151518.7,2177722.5,2026-06-25 19:27
LD001518,Eld,AGO,Horizon Oil Marketers,TRK-152,33800,2263988.6,2297791.2,25/06/2026 14:06
LD001519,Eldoret,PMS,Aberdare Oil Traders,TRK-466,33600,1163735.8,1197336.5,2026-06-25 14:59
LD001520,Eld,IK,Pioneer Fuels Kenya,TRK-630,21000,2298436.7,2319434.2,25/06/2026 07:34
LD001521,Eld,PMS,Horizon Oil Marketers,TRK-369,30800,2349067.6,2379864.8,2026-06-25 06:34
LD001522,Eldoret,PMS,Equator Fuels,TRK-883,27300,2901543.4,2928839.2,2026-06-25 18:16
LD001523,Nku,PMS,Savannah Petroleum,TRK-174,21200,1424641.4,1445839.0,2026-06-25 15:59
LD001524,Nku,PMS,Crescent Oil Ltd,TRK-182,23100,3019645.8,3042749.0,25/06/2026 07:26
LD001525,Nku,IK,Savannah Petroleum,TRK-608,32300,1247786.1,1280081.2,2026-06-25 13:46
LD001526,Nakuru,AGO,Coastline Energy Ltd,TRK-997,20600,1210975.8,1231576.8,2026-06-25 18:30
LD001527,NAKURU,IK,Equator Fuels,TRK-980,33300,1471889.9,1505189.5,2026-06-25 05:49
LD001528,Nku,AGO,Summit Downstream Ltd,TRK-540,33500,2049633.5,2083130.6,25/06/2026 06:24
LD001529,NAKURU,AGO,Horizon Oil Marketers,TRK-476,26700,1159690.1,1186400.9,2026-06-25 08:28
LD001530,Kisii,PMS,Nyanza Petroleum Co,TRK-110,30500,2400794.7,2431287.6,25/06/2026 06:15
LD001531, Kisii ,AGO,Savannah Petroleum,TRK-115,29900,4539231.8,4569129.3,2026-06-25 22:36
LD001532,Kisii,AGO,Baraka Downstream,TRK-389,35900,4474228.1,4510121.0,25/06/2026 07:03
LD001533, Kisii ,PMS,Baraka Downstream,TRK-590,29000,3066510.4,3095511.1,2026-06-25 12:18
LD001534, Kisii ,AGO,Highland Energy Co,TRK-822,33600,3740698.1,3774289.0,25/06/2026 07:16
LD001535, Kisii ,AGO,Coastline Energy Ltd,TRK-898,24600,1805855.7,1830452.0,25/06/2026 12:28
LD001536, Kisii ,AGO,Aberdare Oil Traders,TRK-654,21500,2676544.7,2698042.0,2026-06-25 12:33
LD001537,Kisii,PMS,Crescent Oil Ltd,TRK-180,21800,1687650.2,1709444.0,2026-06-25 18:45
LD001538,Kisii,AGO,Coastline Energy Ltd,TRK-315,21000,2269555.4,2290556.3,25/06/2026 21:14
LD001539,KISII,AGO,Nyanza Petroleum Co,TRK-765,23500,3061220.8,3084722.1,2026-06-25 09:02
LD001540,Kisii,PMS,Aberdare Oil Traders,TRK-407,34500,3973740.7,4008238.6,2026-06-25 06:17
LD001541,Msa,PMS,Rift Valley Fuels Ltd,TRK-493,26000,3412852.2,3438853.4,2026-06-26 17:31
LD001542,mombasa,PMS,Uhuru Energy Partners,TRK-776,34900,3302661.0,3337558.3,2026-06-26 17:11
LD001543,mombasa,AGO,Rift Valley Fuels Ltd,TRK-872,22000,3326886.1,3348883.6,26/06/2026 16:59
LD001544,Msa,AGO,Rift Valley Fuels Ltd,TRK-949,34100,3594731.8,3628838.9,26/06/2026 11:48
LD001545,mombasa,AGO,Horizon Oil Marketers,TRK-838,34400,3494021.2,3528419.2,26/06/2026 06:51
LD001546,MOMBASA,PMS,Tsavo Energy Group,TRK-578,23200,4635306.0,4658502.2,2026-06-26 21:16
LD001547,mombasa,IK,Aberdare Oil Traders,TRK-355,32200,3705593.5,3737788.9,26/06/2026 13:51
LD001548,Nairobi Depot,AGO,Aberdare Oil Traders,TRK-775,26000,1836148.1,1862145.2,2026-06-26 06:39
LD001549,nrb,PMS,Aberdare Oil Traders,TRK-554,31100,4776835.4,4807935.3,2026-06-26 15:53
LD001550,NAIROBI,PMS,Zenith Petroleum,TRK-964,24000,2771317.5,2795318.1,26/06/2026 19:02
LD001551,nrb,PMS,Crescent Oil Ltd,TRK-165,33600,1824022.7,1857622.0,2026-06-26 07:17
LD001552,NAIROBI,PMS,Delta Oil Marketers,TRK-745,35800,4354435.6,4390237.6,2026-06-26 13:16
LD001553,nrb,AGO,Horizon Oil Marketers,TRK-288,32900,2271618.7,2304505.9,26/06/2026 06:14
LD001554,Nairobi Depot,PMS,Aberdare Oil Traders,TRK-116,30200,3484745.3,3514946.0,2026-06-26 12:03
LD001555,Nairobi,AGO,Lakeview Energy,TRK-215,21900,4907862.2,4929761.0,2026-06-26 16:06
LD001556,Nairobi Depot,PMS,Uhuru Energy Partners,TRK-536,27800,4252251.2,4280044.6,2026-06-26 16:53
LD001557,nrb,PMS,Uhuru Energy Partners,TRK-483,21600,2714577.1,2736170.9,26/06/2026 16:21
LD001558,Ksm,AGO,Savannah Petroleum,TRK-253,32200,4717613.9,4749816.7,2026-06-26 10:23
LD001559,Ksm,PMS,Mara Fuels,TRK-899,23300,4191992.1,4215291.4,26/06/2026 11:51
LD001560,Kisumu,IK,Pioneer Fuels Kenya,TRK-843,26200,2131061.8,2157262.2,26/06/2026 17:53
LD001561,Ksm,AGO,Nyanza Petroleum Co,TRK-688,24900,4931787.5,4956694.3,26/06/2026 07:04
LD001562,KISUMU,AGO,Amani Petroleum,TRK-721,35600,2508807.1,2544411.5,26/06/2026 08:54
LD001563,KISUMU,PMS,Pioneer Fuels Kenya,TRK-349,32800,2738123.9,2770922.9,2026-06-26 11:53
LD001564,Ksm,AGO,Kilele Fuels,TRK-218,35200,1875086.8,1910288.0,2026-06-26 16:14
LD001565,Kisumu,PMS,Lakeview Energy,TRK-617,25200,4024768.9,4049976.7,26/06/2026 18:23
LD001566,Kisumu,AGO,Uhuru Energy Partners,TRK-947,27100,3969479.7,3996572.0,2026-06-26 12:28
LD001567,KISUMU,AGO,Pioneer Fuels Kenya,TRK-720,23700,1233831.9,1257530.7,26/06/2026 18:43
LD001568,Ksm,PMS,Uhuru Energy Partners,TRK-251,22700,2419189.2,2441879.7,26/06/2026 08:05
LD001569,Kisumu,AGO,Tsavo Energy Group,TRK-115,26400,1229567.4,1255972.2,2026-06-26 11:57
LD001570,Kisumu,PMS,Delta Oil Marketers,TRK-229,22400,3391232.1,3413633.1,26/06/2026 22:45
LD001571,KISUMU,PMS,Baraka Downstream,TRK-642,30600,2677338.7,2707935.0,26/06/2026 10:04
LD001572,Eldoret,PMS,Highland Energy Co,TRK-400,24100,4735911.9,4760020.2,26/06/2026 17:44
LD001573,Eldoret,AGO,Crescent Oil Ltd,TRK-839,22100,4189577.4,4211685.7,2026-06-26 15:37
LD001574,ELDORET,AGO,Uhuru Energy Partners,TRK-858,25000,3057958.4,3082958.7,26/06/2026 16:28
LD001575,Eld,AGO,Tsavo Energy Group,TRK-703,33700,2867512.4,2901215.2,2026-06-26 09:46
LD001576,ELDORET,PMS,Pioneer Fuels Kenya,TRK-764,31500,2774253.4,2805742.6,26/06/2026 05:37
LD001577,Eldoret,PMS,Pioneer Fuels Kenya,TRK-891,35000,2179783.3,2214791.4,2026-06-26 10:32
LD001578,Eld,PMS,Pioneer Fuels Kenya,TRK-637,31000,4454564.2,4485563.4,26/06/2026 15:03
LD001579,Eld,PMS,Tsavo Energy Group,TRK-142,35900,2707433.3,2743336.4,2026-06-26 17:20
LD001580,ELDORET,PMS,Crescent Oil Ltd,TRK-455,23500,1633792.1,1657294.0,2026-06-26 13:36
LD001581,ELDORET,PMS,Kilele Fuels,TRK-273,21000,4290811.7,4311807.4,26/06/2026 13:31
LD001582,Eldoret,IK,Nyanza Petroleum Co,TRK-244,28000,4357812.9,4385804.7,2026-06-26 08:59
LD001583,Eld,AGO,Tsavo Energy Group,TRK-140,30400,3460258.5,3490658.8,2026-06-26 21:48
LD001584,NAKURU,PMS,Equator Fuels,TRK-684,32500,2886505.5,2918998.9,26/06/2026 05:23
LD001585,Nakuru,AGO,Horizon Oil Marketers,TRK-965,23600,1664740.0,1688342.3,26/06/2026 19:18
LD001586,Nku,AGO,Lakeview Energy,TRK-385,25500,4952496.3,4977995.4,2026-06-26 20:16
LD001587,Nakuru,IK,Nyanza Petroleum Co,TRK-434,27800,1716655.7,1744455.2,26/06/2026 07:47
LD001588,Nakuru,PMS,Lakeview Energy,TRK-422,31400,4934846.3,4966251.2,26/06/2026 21:43
LD001589,Nku,PMS,Equator Fuels,TRK-776,20800,1386778.2,1407573.3,2026-06-26 21:20
LD001590,Nakuru,IK,Baraka Downstream,TRK-993,22900,1157447.5,1180352.4,2026-06-26 05:15
LD001591,Nakuru,PMS,Tsavo Energy Group,TRK-389,20300,4097942.4,4118241.9,2026-06-26 09:31
LD001592,NAKURU,AGO,,TRK-168,29700,2713407.2,2743101.7,2026-06-26 07:33
LD001593, Kisii ,AGO,Aberdare Oil Traders,TRK-746,32500,1042052.9,1074554.9,2026-06-26 06:26
LD001594,Kisii,AGO,Tsavo Energy Group,TRK-960,26900,3142169.9,3169071.2,26/06/2026 20:33
LD001595,KISII,AGO,Summit Downstream Ltd,TRK-656,27600,2556834.5,2584440.0,26/06/2026 20:50
LD001596,KISII,PMS,Coastline Energy Ltd,TRK-557,34800,4848234.0,4883026.2,2026-06-26 08:56
LD001597,Kisii,AGO,Kilele Fuels,TRK-776,28100,2811299.2,2839400.4,26/06/2026 08:11
LD001598,KISII,AGO,Delta Oil Marketers,TRK-984,24500,2116033.2,2140527.7,26/06/2026 09:49
LD001599,KISII,AGO,Aberdare Oil Traders,TRK-971,26500,4995171.7,5021672.3,2026-06-26 05:18
LD001600,KISII,AGO,Mara Fuels,TRK-928,21300,1618083.3,1639380.2,26/06/2026 15:16
LD001601,Mombasa,PMS,Delta Oil Marketers,TRK-447,21000,1297338.4,1318347.5,27/06/2026 06:17
LD001602,Mombasa,PMS,Tsavo Energy Group,TRK-898,26300,2034843.8,2061142.6,27/06/2026 12:36
LD001603,mombasa,PMS,Rift Valley Fuels Ltd,TRK-192,25600,4176729.4,4202332.3,27/06/2026 22:01
LD001604,MOMBASA,AGO,Savannah Petroleum,TRK-470,30900,3280726.5,3311627.3,2026-06-27 22:04
LD001605,mombasa,AGO,Nyanza Petroleum Co,TRK-265,29800,4769485.8,4799295.4,27/06/2026 17:55
LD001606,Mombasa,PMS,Nyanza Petroleum Co,TRK-136,32000,1852568.5,1884570.2,2026-06-27 22:46
LD001607,MOMBASA,AGO,Tsavo Energy Group,TRK-124,33900,4823372.6,4857274.8,2026-06-27 20:02
LD001608,mombasa,PMS,Summit Downstream Ltd,TRK-234,21600,1222827.3,1244425.8,2026-06-27 08:52
LD001609,MOMBASA,PMS,Uhuru Energy Partners,TRK-860,22100,1230964.3,1253061.7,2026-06-27 21:46
LD001610,mombasa,AGO,Crescent Oil Ltd,TRK-903,24700,1362237.9,1386936.4,27/06/2026 17:12
LD001611,mombasa,AGO,Aberdare Oil Traders,TRK-202,30700,1533307.3,1564008.9,27/06/2026 05:19
LD001612,Nairobi Depot,PMS,Nyanza Petroleum Co,TRK-674,26200,2387835.8,2414037.5,27/06/2026 18:05
LD001613,nrb,PMS,Nyanza Petroleum Co,TRK-608,26900,4127119.3,4154026.6,27/06/2026 22:32
LD001614,nrb,AGO,Nyanza Petroleum Co,TRK-125,29200,2368277.7,2397477.3,2026-06-27 08:28
LD001615,NAIROBI,PMS,Horizon Oil Marketers,TRK-440,33000,1953158.7,1986158.8,2026-06-27 20:36
LD001616,NAIROBI,PMS,Delta Oil Marketers,TRK-185,24200,1036348.1,1060540.4,27/06/2026 10:13
LD001617,nrb,AGO,Pioneer Fuels Kenya,TRK-160,30400,3044375.3,3074777.8,27/06/2026 20:33
LD001618,nrb,PMS,Baraka Downstream,TRK-805,29100,4453726.3,4482826.0,2026-06-27 15:53
LD001619,nrb,PMS,Highland Energy Co,TRK-658,22200,3276825.9,3299027.1,27/06/2026 11:48
LD001620,Nairobi,IK,Kilele Fuels,TRK-626,31500,2488174.3,2519679.5,2026-06-27 12:20
LD001621,Nairobi,PMS,Baraka Downstream,TRK-265,21500,2831601.2,2853106.2,2026-06-27 07:24
LD001622,nrb,PMS,Uhuru Energy Partners,TRK-741,23900,4866936.9,4890835.5,2026-06-27 08:02
LD001623,nrb,AGO,,TRK-220,35300,1990526.6,2025830.4,27/06/2026 22:26
LD001624,Ksm,AGO,Mara Fuels,TRK-480,25200,4556048.8,4581247.3,2026-06-27 13:33
LD001625,KISUMU,PMS,Equator Fuels,TRK-831,22600,1692095.5,1714692.6,27/06/2026 21:43
LD001626,Kisumu,AGO,Mara Fuels,TRK-837,23700,1425647.1,1449345.3,2026-06-27 11:59
LD001627,KISUMU,AGO,Mara Fuels,TRK-253,33100,1555876.0,1588976.4,2026-06-27 20:00
LD001628,Ksm,IK,Equator Fuels,TRK-196,20100,4055426.0,4075526.8,27/06/2026 05:19
LD001629,KISUMU,PMS,Kilele Fuels,TRK-168,28200,4117460.7,4145671.8,2026-06-27 06:39
LD001630,KISUMU,PMS,Equator Fuels,TRK-940,32600,2620432.2,2653034.0,27/06/2026 05:59
LD001631,Ksm,PMS,Aberdare Oil Traders,TRK-756,20000,4399786.0,4419785.6,2026-06-27 17:59
LD001632,Ksm,PMS,Equator Fuels,TRK-369,20100,2968368.0,2988456.0,2026-06-27 09:06
LD001633,Eld,PMS,Summit Downstream Ltd,TRK-890,24500,2581673.1,2606177.9,27/06/2026 21:37
LD001634,Eldoret,IK,,TRK-337,26700,2238675.5,2265378.4,2026-06-27 20:13
LD001635,ELDORET,IK,Tsavo Energy Group,TRK-100,35000,3708579.9,3743572.3,2026-06-27 09:09
LD001636,Eld,AGO,Amani Petroleum,TRK-535,24100,4510768.7,4534868.3,27/06/2026 06:08
LD001637,ELDORET,PMS,Horizon Oil Marketers,TRK-502,21400,3861456.5,3882861.0,27/06/2026 21:48
LD001638,Eld,AGO,Amani Petroleum,TRK-180,31600,1029567.6,1061163.6,2026-06-27 16:19
LD001639,ELDORET,IK,Baraka Downstream,TRK-673,28100,1557277.9,1585370.7,27/06/2026 13:45
LD001640,Eld,AGO,Horizon Oil Marketers,TRK-545,24900,3866425.2,3891314.7,27/06/2026 13:43
LD001641,Eld,PMS,Kilele Fuels,TRK-454,25700,2071169.9,2096865.6,27/06/2026 16:54
LD001642,Eld,PMS,Equator Fuels,TRK-283,31900,1050385.6,1082284.9,2026-06-27 22:56
LD001643,ELDORET,PMS,,TRK-417,30300,1731458.1,1761761.3,2026-06-27 16:33
LD001644,Eld,IK,Rift Valley Fuels Ltd,TRK-134,35900,4110870.0,4146763.6,27/06/2026 13:32
LD001645,Eld,AGO,Aberdare Oil Traders,TRK-158,23600,1704099.0,1727698.2,2026-06-27 17:02
LD001646,Eld,AGO,Kilele Fuels,TRK-584,22200,4448845.7,4471051.1,2026-06-27 20:38
LD001647,Eldoret,PMS,Baraka Downstream,TRK-281,33100,4935625.5,4968731.2,2026-06-27 05:39
LD001648,NAKURU,PMS,Kilele Fuels,TRK-163,22500,4007192.7,4029705.2,2026-06-27 08:03
LD001649,Nakuru,AGO,Equator Fuels,TRK-855,29100,2098663.5,2127753.2,27/06/2026 13:54
LD001650,Nku,AGO,Tsavo Energy Group,TRK-700,29300,4556002.4,4585300.8,27/06/2026 15:57
LD001651,Nku,AGO,Savannah Petroleum,TRK-944,29100,3526889.7,3555986.4,2026-06-27 17:26
LD001652,Nakuru,AGO,Kilele Fuels,TRK-723,23700,2968006.9,2991707.0,27/06/2026 07:11
LD001653,NAKURU,PMS,Aberdare Oil Traders,TRK-220,25000,1727054.4,1752044.2,27/06/2026 05:19
LD001654,Nakuru,AGO,Kilele Fuels,TRK-192,24100,2855941.7,2880041.9,2026-06-27 07:36
LD001655,Nku,PMS,Tsavo Energy Group,TRK-322,22100,4710982.9,4733084.9,27/06/2026 05:49
LD001656,Nakuru,AGO,Equator Fuels,TRK-855,21700,4103509.0,4125212.6,27/06/2026 12:19
LD001657,NAKURU,PMS,Aberdare Oil Traders,TRK-423,32900,4071058.5,4103960.0,2026-06-27 14:11
LD001658,NAKURU,AGO,Equator Fuels,TRK-402,33300,3309413.6,3342709.5,27/06/2026 13:56
LD001659,Nku,PMS,Pioneer Fuels Kenya,TRK-890,30300,2833453.9,2863751.3,27/06/2026 20:22
LD001660,Nku,AGO,Pioneer Fuels Kenya,TRK-650,30200,1325788.9,1355989.1,2026-06-27 10:02
LD001661,Nku,IK,Coastline Energy Ltd,TRK-816,27000,2170620.4,2197614.9,27/06/2026 18:22
LD001662,Nakuru,PMS,Equator Fuels,TRK-132,31100,4180046.1,4211146.8,2026-06-27 11:16
LD001663, Kisii ,AGO,Mara Fuels,TRK-486,21700,3340140.7,3361856.2,2026-06-27 19:37
LD001664,Kisii,PMS,Zenith Petroleum,TRK-108,30700,2068576.3,2099269.0,27/06/2026 08:40
LD001665,KISII,AGO,Horizon Oil Marketers,TRK-466,34600,2742688.3,2777290.2,2026-06-27 15:41
LD001666,KISII,AGO,Rift Valley Fuels Ltd,TRK-731,30300,2262973.6,2293270.7,27/06/2026 10:48
LD001667, Kisii ,AGO,Nyanza Petroleum Co,TRK-482,29900,1879447.8,1909352.4,27/06/2026 20:53
LD001668,Kisii,AGO,Savannah Petroleum,TRK-998,22100,2546785.8,2568885.2,2026-06-27 17:19
